Company,Location HQ,# Laid Off,Date,%,Industry,Source,Stage,$ Raised (mm),Country,Date Added,Ticker
Uber,SF Bay Area,3000.0,2020-05-18,13%,Transportation,https://layoffs.fyi/2020/05/18/uber-lays-off-3000-more-employees-on-top-of-the-3700-laid-off-earlier-this-month/,Post-IPO,$24700,United States,5/18/2020,UBER
Stone,"Sao Paulo,Non-U.S.",1300.0,2020-05-12,20%,Finance,https://www.reuters.com/article/us-stoneco-layoff/brazilian-card-processor-stoneco-lays-off-20-of-workforce-1300-employees-idUSKBN22O31N,Post-IPO,,Brazil,5/13/2020,STNE
Uber,SF Bay Area,3700.0,2020-05-06,14%,Transportation,https://layoffs.fyi/2020/05/12/uber-laid-off-3700-employees-with-more-expected/,Post-IPO,$24700,United States,5/6/2020,UBER
Rubicon Project,Los Angeles,50.0,2020-05-06,8%,Marketing,https://www.adexchanger.com/platforms/post-merger-rubicon-project-cuts-8-of-staff/,Post-IPO,$60,United States,5/6/2020,None
Cloudera,SF Bay Area,,2020-05-05,,Infrastructure,https://www.bizjournals.com/sanjose/news/2020/05/06/cloudera-layoffs-cldr.html,Post-IPO,$1000,United States,5/7/2020,None
Castlight Health,SF Bay Area,,2020-05-04,13%,Healthcare,LinkedIn,Post-IPO,$184,United States,5/9/2020,None
LiveTiles,New York City,50.0,2020-05-03,,Other,https://medium.com/@ErikRalston/livetiles-time-to-say-goodbye-d86bfb28a93,Post-IPO,$46,United States,5/8/2020,None
Lyft,SF Bay Area,982.0,2020-04-29,17%,Transportation,https://layoffs.fyi/2020/04/30/lyft-laid-off-982-employees/,Post-IPO,$4900,United States,4/29/2020,LYFT
TripAdvisor,Boston,900.0,2020-04-28,25%,Travel,https://layoffs.fyi/2020/04/30/tripadvisor-laid-off-900-employees/,Post-IPO,$3,United States,4/28/2020,TRIP
Nearmap,"Sydney,Non-U.S.",,2020-04-22,10%,Construction,https://www.fnarena.com/index.php/2020/04/22/nearmap-prepares-for-weak-conditions/,Post-IPO,$15,Australia,5/9/2020,None
Lending Club,SF Bay Area,460.0,2020-04-21,30%,Finance,https://www.cnbc.com/2020/04/21/lendingclub-cuts-30percent-of-workforce-as-covid-19-dampens-demand-for-loans.html,Post-IPO,$392,United States,4/21/2020,None
Casper,New York City,78.0,2020-04-21,21%,Retail,https://www.fastcompany.com/90494129/breaking-casper-lays-off-78-corporate-employees-winds-down-europe-business,Post-IPO,$339,United States,4/21/2020,CSPR-USD
CarGurus,Boston,130.0,2020-04-16,13%,Transportation,https://layoffs.fyi/2020/05/04/cargurus-laid-off-130-employees/,Post-IPO,$1,United States,4/16/2020,CARG
GoPro,SF Bay Area,200.0,2020-04-15,20%,Consumer,https://techcrunch.com/2020/04/16/gopro-lays-off-200-employees-representing-20-of-the-company/,Post-IPO,$288,United States,4/15/2020,GPRO
The RealReal,SF Bay Area,235.0,2020-04-14,10%,Retail,https://techcrunch.com/2020/04/14/the-real-real-layoffs-furloughs/,Post-IPO,$358,United States,4/14/2020,REAL
Groupon,Chicago,2800.0,2020-04-13,44%,Retail,https://layoffs.fyi/2020/04/17/groupon-laid-off-or-furloughed-2800-employees/,Post-IPO,$1400,United States,4/13/2020,GRPN
Yelp,SF Bay Area,1000.0,2020-04-09,17%,Consumer,https://layoffs.fyi/2020/04/14/yelp-laid-off-1000-employees-and-furloughed-another-1100/,Post-IPO,$56,United States,4/9/2020,YELP
Domo,Salt Lake City,90.0,2020-04-09,10%,Data,https://www.ksl.com/article/46740514/domo-forced-to-lay-off-10-of-workforce-due-to-economic-impact-caused-by-covid-19,Post-IPO,$689,United States,4/10/2020,DOMO
Eventbrite,SF Bay Area,500.0,2020-04-08,45%,Consumer,https://layoffs.fyi/2020/04/13/eventbrite-laid-off-500-employees/,Post-IPO,$332,United States,4/8/2020,EB
Sage Therapeutics,Boston,340.0,2020-04-07,53%,Healthcare, https://www.biopharmadive.com/news/sage-restructuring-layoffs-340-employees/575641/,Post-IPO,$438,United States,4/8/2020,SAGE
Redfin,Seattle,236.0,2020-04-07,7%,Real Estate,https://www.geekwire.com/2020/redfin-lays-off-7-staff-furloughs-hundreds-agents-due-covid-19-impact-housing-demand/,Post-IPO,$319,United States,4/7/2020,RDFN
Bitfarms,"Quebec,Non-U.S.",,2020-04-06,,Crypto,https://coingeek.com/job-losses-loom-at-bitfarms-due-to-coronavirus/,Post-IPO,$25,Canada,4/8/2020,BITF
MindBody,San Luis Obispo,700.0,2020-04-02,35%,Fitness,https://www.sanluisobispo.com/news/business/article241730706.html,Post-IPO,$114,United States,4/2/2020,None
Maven,Seattle,31.0,2020-03-30,9%,Media,https://www.businesswire.com/news/home/20200330005734/en/Maven-Announces-Broad-Cost-Containment-Initiative-Including-9,Post-IPO,$77,United States,4/7/2020,96W.F
Mogo,"Vancouver,Non-U.S.",78.0,2020-03-27,30%,Finance,https://betakit.com/mogo-lays-off-30-percent-of-staff-makes-company-wide-cuts-citing-covid-19-uncertainty/,Post-IPO,$201,Canada,4/3/2020,MOGO
